fokontany,commune,district,region,province
Ambodibonara,Ambodibonara,Ambilobe,Diana,Antsiranana
Ambodisovoka,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Tanambao IIi,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Andranomanerina,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Androrangapetraka,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Niarovana,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Ambarimantsina,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Benavony,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Ifasina,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Ambodiharina,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Vohilava,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Marovato,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Mandroalina,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Mahamavo,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Andranotsara,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Ambolobe,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Ampombotsihanaka,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Andranofasika I,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Ambodilafa,Ambodilafa,Nosy-Varika,Vatovavy,Fianarantsoa
Ambohitsara I,Ambodilafa,Nosy-Varika,Vatovavy,Fianarantsoa
Tanambao Ifasina,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Andrara,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Ankarimbelona,Ambodiharina,Mahanoro,Atsinanana,Toamasina
Anovilava Sud,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Antanimbaribe,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Androihavitra,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Maromaniry,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Ambodimanga II,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Ambodihazoambo,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Beamalona,Ambodihazoambo,Mampikony,Sofia,Mahajanga
Antanjomanga,Ambodilafa,Nosy-Varika,Vatovavy,Fianarantsoa
Andasibe,Ambodilazana,Toamasina II,Atsinanana,Toamasina
Sandrangato,Ambodilazana,Toamasina II,Atsinanana,Toamasina
Ambodimanga Volobe,Ambodilazana,Toamasina II,Atsinanana,Toamasina
Anjialava,Ambodimadiro,Antsohihy,Sofia,Mahajanga
Maromena,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antanimbaribe,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambararatabe I,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodisatrana,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antanambaovao Ihobaka,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tongarivo,Ambohidranandriana,Antsirabe II,Vakinankaratra,Antananarivo
Antanisoa,Ambohitrambo,Arivonimamo,Itasy,Antananarivo
Ambatomitsangana,Ambohitrambo,Arivonimamo,Itasy,Antananarivo
Soaronono,Ambohitrambo,Arivonimamo,Itasy,Antananarivo
Avarabato,Ambohitrambo,Arivonimamo,Itasy,Antananarivo
Anjaro,Ambodimanary,Antsohihy,Sofia,Mahajanga
Antanimbaribe,Ambodimanary,Antsohihy,Sofia,Mahajanga
Antarameloka,Ambodimanary,Antsohihy,Sofia,Mahajanga
Ambatomainty,Ambodimanary,Antsohihy,Sofia,Mahajanga
Solimpana,Ambodimanary,Antsohihy,Sofia,Mahajanga
Doroa,Ambodimanary,Antsohihy,Sofia,Mahajanga
Ampondralava,Ambodimanary,Antsohihy,Sofia,Mahajanga
Anjialava,Ambodimanary,Antsohihy,Sofia,Mahajanga
Marokoera,Ambodimanary,Antsohihy,Sofia,Mahajanga
Ambatofohy,Ambodimanary,Antsohihy,Sofia,Mahajanga
Ambodimanary,Ambodimanary,Antsohihy,Sofia,Mahajanga
Amborokambo,Ambodimanary,Antsohihy,Sofia,Mahajanga
Antanambao Nord,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Zafibelaza,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Ambalarano Nord,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Ambodimandresy,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Mangaoka,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Ambohimandririna,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Antombodriha,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Antambohitra,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Ankijanibe,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ampombovaloharona,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ankorakely,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodimahabibo,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ampondrahely,Ambodimahabibo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambalahonko,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Antanamarina,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Andrafialava,Ambodimandresy,Antsohihy,Sofia,Mahajanga
Ambodimanga,Ambodimanga,Amparafaravola,Alaotra-Mangoro,Toamasina
Ampilahoana,Ambodimanga,Amparafaravola,Alaotra-Mangoro,Toamasina
Anarivo,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Tanambiavy,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Marojomana,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Antetezampafana,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Manakambahiny,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Mananarahely,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Ambonivato,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Amboakarivo,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Maromitety,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Marofinaritra,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Andilandrano,Ambodimanga I,Andapa,Sava,Antsiranana
Ambinanin'iazafo,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Andapa II,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Mahavanona,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Ankorabe,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Betampona,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Vohitrambo,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Antanetilava II,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Marovato IIi,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Ambonilaitra,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Ampasimpotsy II,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Vohipenohely,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Antanetilava I,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Ambodimanga I,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Marovato I,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Ambodibaro,Ambodimanga Rantabe,Maroantsetra,Ambatosoa,Toamasina
Ambodimanga Rantabe,Ambodimanga Rantabe,Maroantsetra,Ambatosoa,Toamasina
Ambodivaseva Ambodimanga,Ambodimanga Rantabe,Maroantsetra,Ambatosoa,Toamasina
Tanambao Ambodimanga,Ambodimanga Rantabe,Maroantsetra,Ambatosoa,Toamasina
Manakambahiny I,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Ambatomitovona,Ambodimanga,Amparafaravola,Alaotra-Mangoro,Toamasina
Ampontsilahy,Ambodimanga I,Andapa,Sava,Antsiranana
Ambodimanga I,Ambodimanga I,Andapa,Sava,Antsiranana
Antsahanongo,Ambodimanga I,Andapa,Sava,Antsiranana
Amponaomby,Ambodimanga I,Andapa,Sava,Antsiranana
Andratambe,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Mahasoa,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Mazava,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Ampotamainty,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Marolampy Bas,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Marolampy Haut,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Marohazo,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Ambodimotso Sud,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Fanimana,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Antsambalahy,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Ankazomirafy,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Benara,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Tsifohana,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Pont Sofia Avaratra,Ambodimotso Sud,Befandriana Nord,Sofia,Mahajanga
Ankazomasina,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Ambodimanga II,Ambodimanga II,Fenerive Est,Analanjirofo,Toamasina
Antsahabe,Ambodimanga Ramena,Ambanja,Diana,Antsiranana
Anaborano Salama,Ambodimanga Ramena,Ambanja,Diana,Antsiranana
Ambobaka,Ambodimanga Ramena,Ambanja,Diana,Antsiranana
Mafaipoza,Ambodimanga Rantabe,Maroantsetra,Ambatosoa,Toamasina
Ambodirafia II,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Antevibe,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Ambodivoangy,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Ambodimangavalo,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Vohiboangy,Ambodimangavalo,Vavatenina,Analanjirofo,Toamasina
Marojiro,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Andranovory,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Ambodinonoka,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Mazavalanitra,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Lapatsara,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Tanambao Sahafony,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Ambodiara IIi,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Ampitabe,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Marofaria,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Sahanikasy,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Analamarina,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Ambodiara,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Amboditambitsy,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Tsarakianja Sud,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Ambodinonoka,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Ambatoharanana,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Analamazava,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Manakana Nord,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Ambohitsara,Ambodinonoka,Mananjary,Vatovavy,Fianarantsoa
Ampanasana,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Andranovakoana,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Madiofasina,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Sakavolo,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Ambodivoara,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Lavakianja,Ambodinonoka,Marolambo,Atsinanana,Toamasina
Ambodiroranga,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Ambodirian'i Sahafary,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Androranga,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Manandriana,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Volobe,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Andranomaitso,Ambodirian'i Sahafary,Nosy-Varika,Vatovavy,Fianarantsoa
Ambodiriana,Ambodiriana,Toamasina II,Atsinanana,Toamasina
Sahasandana,Ambodiriana,Toamasina II,Atsinanana,Toamasina
Ambodivoapaka,Ambodiriana,Toamasina II,Atsinanana,Toamasina
Ampasimbola,Ambodiriana,Toamasina II,Atsinanana,Toamasina
Antsabanera,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambojobe,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ankazomena,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antanambao,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Bevahivahy,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodihazambo,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodisakoana,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antananivo,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Bemikonga,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodivohitra,Ambodisambalahy,Vohemar,Sava,Antsiranana
Anketrakabe,Ambodisambalahy,Vohemar,Sava,Antsiranana
Vondronina,Ambodisambalahy,Vohemar,Sava,Antsiranana
Antsambalahy,Ambodisambalahy,Vohemar,Sava,Antsiranana
Antsahavaribe,Ambodisambalahy,Vohemar,Sava,Antsiranana
Ambodihasina,Ambodisambalahy,Vohemar,Sava,Antsiranana
Andohariana,Ambodiriana,Antanifotsy,Vakinankaratra,Antananarivo
Antanetibe,Ambodiriana,Antanifotsy,Vakinankaratra,Antananarivo
Ambalanosy,Ambodiriana,Antanifotsy,Vakinankaratra,Antananarivo
Antsiriribe,Ambodiriana,Antanifotsy,Vakinankaratra,Antananarivo
Andrambiazina,Ambodiriana,Antanifotsy,Vakinankaratra,Antananarivo
Tsaramiafara,Ambodiriana,Antanifotsy,Vakinankaratra,Antananarivo
Iharana Andranomalaza,Ambodiriana,Antanifotsy,Vakinankaratra,Antananarivo
Ambarijeby,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Anjiamarina,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsaratanana,Ambodisakoana,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antsahorana,Ambodisambalahy,Vohemar,Sava,Antsiranana
Ankitsika,Ambodisambalahy,Vohemar,Sava,Antsiranana
Tsaratanana,Ambodisambalahy,Vohemar,Sava,Antsiranana
Ampomborejy,Ambodisikidy,Bealanana,Sofia,Mahajanga
Andranomadio,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambohimisondrotra,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambodihalampona,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambararatabe Sud,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ankijaninomby,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambodimanga,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambodiara,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambinaniankofa,Ambodisikidy,Bealanana,Sofia,Mahajanga
Antsiradrano,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ankiabe,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ambalarano,Ambodisikidy,Bealanana,Sofia,Mahajanga
Afaho,Amboditavolo,Vatomandry,Atsinanana,Toamasina
Marovatana,Amboditavolo,Vatomandry,Atsinanana,Toamasina
Amboditavolo,Amboditavolo,Vatomandry,Atsinanana,Toamasina
Antsahalalina,Ambodivoananto,Vatomandry,Atsinanana,Toamasina
Ambodivoangy,Ambodivoangy,Marolambo,Atsinanana,Toamasina
Ambinany Manambolo,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Ambalatenina,Amboditavolo,Vatomandry,Atsinanana,Toamasina
Nosimpary,Amboditavolo,Vatomandry,Atsinanana,Toamasina
Lavakorana,Amboditavolo,Vatomandry,Atsinanana,Toamasina
Ambodifotatra,Amboditavolo,Vatomandry,Atsinanana,Toamasina
Ambodisaina Ivondro,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Mahatsara,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Antsirakimetatra,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Amboditandroroho,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Ambodisiny,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Ambodisikidy,Ambodisikidy,Bealanana,Sofia,Mahajanga
Maroamalona,Ambodisikidy,Bealanana,Sofia,Mahajanga
Anaboriana,Ambodisikidy,Bealanana,Sofia,Mahajanga
Ankarefo,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Ambokarivo,Amboditandroroho,Toamasina II,Atsinanana,Toamasina
Ambohimana,Ambohimana,Vondrozo,Atsimo-Atsinanana,Fianarantsoa
Ambohimanambola Firaisana,Ambohimanambola,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambohipeno,Ambohimanambola,Antananarivo Avaradrano,Analamanga,Antananarivo
Marolananana,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambodimanga Nord,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Anivorano,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambohigogo,Ambohigogo,Farafangana,Atsimo-Atsinanana,Fianarantsoa
Ambohijanahary,Ambohijanahary,Amparafaravola,Alaotra-Mangoro,Toamasina
Antovontany,Ambohijanaka,Antananarivo Atsimondrano,Analamanga,Antananarivo
Itaolana,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Vohitrarivo,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Soaniherenana Nord,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Ambalavary,Ambohimanga Du Sud,Ifanadiana,Vatovavy,Fianarantsoa
Antanetimboahangy,Ambohipandrano,Arivonimamo,Itasy,Antananarivo
Ambohimanarivo,Ambohipandrano,Arivonimamo,Itasy,Antananarivo
Andrianony,Ambohipandrano,Arivonimamo,Itasy,Antananarivo
Anosimanjaka,Ambohitrimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Ampiriaka,Ambohitrimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Ambatomainty,Ambohitrimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Ampanomahitsy,Ambohitrimanjaka,Ambohidratrimo,Analamanga,Antananarivo
Soatsihanino,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Andohanimananatanana,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ambohimahamasina,Ambohimahamasina,Ambalavao,Matsiatra Ambony,Fianarantsoa
Ambarimafaitra,Ambohimana,Vondrozo,Atsimo-Atsinanana,Fianarantsoa
Anivorano II,Ambohimana,Vondrozo,Atsimo-Atsinanana,Fianarantsoa
Antsirandrano,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Lahony,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Ambavala,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Tsaravato,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Ambodimanga Sahantsihanaka,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Mitia Est,Amboronabo,Sakaraha,Atsimo-Andrefana,Toliara
Sarodrano,Amboronabo,Sakaraha,Atsimo-Andrefana,Toliara
Besavoa,Amboronabo,Sakaraha,Atsimo-Andrefana,Toliara
Ambararata Besavoa,Amboronabo,Sakaraha,Atsimo-Andrefana,Toliara
Ampihamy Nord,Amboronabo,Sakaraha,Atsimo-Andrefana,Toliara
Analanana,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Befoza,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Sanikoa,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Ambodisatrana II,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Manombo,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Ambalafary,Ambodivoara,Sambava,Sava,Antsiranana
Antsahamanara,Ambodivoara,Sambava,Sava,Antsiranana
Analanambe,Ambodivoara,Sambava,Sava,Antsiranana
Ambodivohitra,Ambodivoara,Sambava,Sava,Antsiranana
Antanetilava,Ambodivoara,Sambava,Sava,Antsiranana
Ampampamena II,Ambodivoara,Sambava,Sava,Antsiranana
Ambodivoangy,Ambodivoara,Sambava,Sava,Antsiranana
Ambodivoafaho,Ambodivoara,Sambava,Sava,Antsiranana
Ambodihazovola,Ambodivoara,Sambava,Sava,Antsiranana
Antanambao,Ambodivoara,Sambava,Sava,Antsiranana
Ambodiadabo,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Analalava,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Ambodibaro,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Antsirabolo,Ambodivoara,Sambava,Sava,Antsiranana
Ambodivoara,Ambodivoara,Sambava,Sava,Antsiranana
Anosivato,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Ambohitrandriana Miray,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Inanobe Manerinerina,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Mandritsara Fiarahamiasa,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Morodrano Trafonomby,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Ampandrakely,Ambodivongo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Tsarabanja,Ambodivongo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodimantalio,Ambodivongo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ambodimanary I,Ambodivongo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Ampanazava,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Tsaratanana,Ambodivoara,Sambava,Sava,Antsiranana
Andengondroy,Ambodivoara,Sambava,Sava,Antsiranana
Mahitsiarongana,Ambodivoara,Sambava,Sava,Antsiranana
Vatobe,Ambodivongo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Madiorano,Ambodivongo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Kianjasoa Atsimondapa,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Ambohimandroso II,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Andranokely,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Faravohitra,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Tsarafiraisana Morarano IIi,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Toakasina,Ambodivoangy,Marolambo,Atsinanana,Toamasina
Marosanjo,Ambodivoangy,Marolambo,Atsinanana,Toamasina
Ambodimanga,Ambodivoangy,Marolambo,Atsinanana,Toamasina
Ambodivoanio,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Ambatelo,Ambodivoanio,Mananara-Avaratra,Ambatosoa,Toamasina
Ambalamahasoa,Ambohimitombo II,Ambositra,Amoron'i Mania,Fianarantsoa
Tsaramasoandro,Ambohimitombo II,Ambositra,Amoron'i Mania,Fianarantsoa
Ampidirana,Ambohimitombo II,Ambositra,Amoron'i Mania,Fianarantsoa
Anivoala,Ambohimitombo II,Ambositra,Amoron'i Mania,Fianarantsoa
Ampasina,Ambohimitombo II,Ambositra,Amoron'i Mania,Fianarantsoa
Ambodiadabo,Ambodivongo,Port-Berge (Boriziny-Vaovao),Sofia,Mahajanga
Antanimenakely,Ambohibao Sud,Manjakandriana,Analamanga,Antananarivo
Ambohitra,Ambohibao Sud,Manjakandriana,Analamanga,Antananarivo
Ankazotokana Nord,Ambohibao Sud,Manjakandriana,Analamanga,Antananarivo
Ambatovikinina,Ambohibao Sud,Manjakandriana,Analamanga,Antananarivo
Tsarazazamandimby,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Ikianja,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Amoronakona,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Tsarahasina,Ambohimangakely,Antananarivo Avaradrano,Analamanga,Antananarivo
Ambatokapaika,Ambohimitombo II,Ambositra,Amoron'i Mania,Fianarantsoa
Soavinorona,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Ambodimanga,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Ambohimanatrika,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Sahafitahana,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Antsily,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Ampitambe,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Ankarahara,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Antsirinala,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Analalava,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Befotsy,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Vohitsara,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Andranomiantra,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Ambohidrivotra,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Ankazongoaika,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Andrebakely,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Antanimasaka,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Ambohibary,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Tsarasaotra,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Anosy,Ambohibary,Manjakandriana,Analamanga,Antananarivo
Antsofombato Telomiray,Ambohibary,Antsirabe II,Vakinankaratra,Antananarivo
Miadana,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Ambatokely,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Ambohibary,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Ambohitrampovoany,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Andranomalama,Ambohibary Vohilena,Anjozorobe,Analamanga,Antananarivo
Atsimonanosy,Ambohibao Sud,Manjakandriana,Analamanga,Antananarivo
Ambohibao Sud,Ambohibao Sud,Manjakandriana,Analamanga,Antananarivo
Moramena,Ambohibao Sud,Manjakandriana,Analamanga,Antananarivo
Ampahitra,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
Ambohitrakanga,Ambohibary,Moramanga,Alaotra-Mangoro,Toamasina
